video_id,label,start_time,end_time,total_time
U3VOM,c134,0.00,32.00,30.58
U3VOM,c126,14.40,20.20,30.58
U3VOM,c003,14.40,20.20,30.58
U3VOM,c074,14.40,20.20,30.58
U3VOM,c070,7.90,19.10,30.58
Q01UB,c155,11.50,20.60,32.92
Q01UB,c148,0.00,14.50,32.92
Q01UB,c056,12.70,29.90,32.92
Q01UB,c054,24.90,32.40,32.92
Q01UB,c057,11.00,29.20,32.92
S72J9,c006,3.10,11.50,28.21
S72J9,c106,2.50,12.90,28.21
S72J9,c092,15.50,26.20,28.21
6EU06,c026,0.00,23.90,30.67
6EU06,c011,0.00,32.00,30.67
6EU06,c013,20.40,32.00,30.67
6EU06,c012,6.10,21.60,30.67
6EU06,c025,3.80,9.40,30.67
6EU06,c038,20.90,32.00,30.67
6EU06,c145,0.00,8.40,30.67
6EU06,c116,5.50,21.50,30.67
6EU06,c014,0.00,22.90,30.67
6EU06,c030,1.50,6.30,30.67
6EU06,c125,8.40,15.40,30.67
6EU06,c126,8.70,15.70,30.67
6EU06,c149,1.10,7.10,30.67
6EU06,c032,0.00,9.50,30.67
6EU06,c152,6.00,11.10,30.67
6EU06,c035,20.10,25.20,30.67
6EU06,c028,6.70,12.60,30.67
PVVQS,c053,5.50,10.70,30.58
PVVQS,c104,5.00,10.60,30.58
PVVQS,c149,7.00,21.10,30.58
PVVQS,c058,23.00,29.00,30.58
PVVQS,c097,0.00,9.00,30.58
PVVQS,c152,7.00,29.00,30.58
PVVQS,c126,23.20,29.80,30.58
PVVQS,c054,23.40,31.10,30.58
FU2HI,c098,0.00,37.00,36.42
FU2HI,c102,0.00,37.00,36.42
FU2HI,c127,0.00,37.00,36.42
MI76A,c122,0.00,5.20,31.71
MI76A,c025,0.10,4.20,31.71
MI76A,c134,0.00,33.00,31.71
MI76A,c028,0.00,9.30,31.71
MI76A,c032,0.50,24.10,31.71
WFVD3,c025,0.00,12.40,20.29
WFVD3,c031,10.20,18.40,20.29
WFVD3,c105,8.70,14.30,20.29
WFVD3,c097,12.60,20.00,20.29
WFVD3,c026,0.00,21.00,20.29
WFVD3,c126,15.50,21.00,20.29
WFVD3,c027,0.70,5.70,20.29
XHQT1,c053,1.50,26.80,33.67
XHQT1,c056,11.80,23.80,33.67
XHQT1,c141,27.40,32.40,33.67
XHQT1,c054,0.00,5.70,33.67
XHQT1,c097,26.40,34.20,33.67
XHQT1,c082,0.00,21.80,33.67
XHQT1,c008,27.70,33.40,33.67
XECIL,c024,20.00,25.00,32.92
XECIL,c068,16.00,23.00,32.92
XECIL,c061,0.00,29.20,32.92
XECIL,c063,12.20,18.80,32.92
XECIL,c021,17.50,28.20,32.92
XECIL,c024,26.20,32.70,32.92
XECIL,c034,28.50,34.00,32.92
XECIL,c065,0.00,27.50,32.92
XECIL,c068,12.70,19.60,32.92
XECIL,c113,9.90,14.50,32.92
XECIL,c062,5.70,10.10,32.92
XECIL,c020,12.70,21.90,32.92
XECIL,c023,12.00,16.70,32.92
XECIL,c033,23.10,34.00,32.92
XECIL,c035,22.10,27.10,32.92
XECIL,c067,1.50,5.60,32.92
XECIL,c156,2.00,8.80,32.92
XECIL,c112,10.50,17.20,32.92
XECIL,c069,0.10,5.80,32.92
TX020,c150,0.00,7.00,21.54
TX020,c154,2.00,9.00,21.54
TX020,c059,4.00,16.00,21.54
TX020,c055,4.00,16.00,21.54
TX020,c054,4.00,16.00,21.54
TX020,c151,8.00,13.40,21.54
TX020,c097,0.60,5.90,21.54
VAXUU,c006,13.70,22.00,21.00
VAXUU,c015,2.70,22.00,21.00
VAXUU,c018,2.20,9.20,21.00
VAXUU,c113,0.00,3.20,21.00
VAXUU,c097,0.20,5.00,21.00
UKCTK,c015,5.00,32.00,30.88
UKCTK,c006,27.00,32.00,30.88
UKCTK,c098,1.70,32.00,30.88
UKCTK,c097,15.80,32.00,30.88
AZC1I,c048,19.00,30.60,30.71
AZC1I,c059,20.30,32.00,30.71
AZC1I,c151,19.50,27.00,30.71
AZC1I,c154,13.80,23.80,30.71
AZC1I,c052,24.90,31.80,30.71
Q24KP,c009,10.50,18.10,30.71
Q24KP,c035,2.90,15.50,30.71
Q24KP,c037,2.90,14.90,30.71
Q24KP,c033,3.10,16.90,30.71
Q24KP,c135,17.10,32.00,30.71
Q24KP,c001,10.00,17.10,30.71
Q24KP,c034,9.80,17.10,30.71
Q24KP,c151,15.80,21.70,30.71
OOWJ9,c108,15.20,25.90,34.00
OOWJ9,c106,21.70,33.10,34.00
OOWJ9,c032,0.00,14.50,34.00
OOWJ9,c011,0.00,35.00,34.00
OOWJ9,c107,14.70,35.00,34.00
OOWJ9,c061,0.00,19.90,34.00
OOWJ9,c156,0.00,18.20,34.00
OOWJ9,c109,22.10,34.80,34.00
OOWJ9,c110,19.20,28.10,34.00
OOWJ9,c118,0.00,6.10,34.00
OOWJ9,c109,28.00,34.30,34.00
5Z1CO,c031,12.60,26.00,24.96
5Z1CO,c151,4.10,10.50,24.96
5Z1CO,c135,3.90,10.90,24.96
5Z1CO,c026,8.40,13.90,24.96
DB4WX,c076,0.00,30.30,29.71
DB4WX,c154,23.00,28.30,29.71
DB4WX,c078,0.00,29.70,29.71
UBVV7,c075,0.00,8.50,37.17
UBVV7,c063,9.90,18.40,37.17
UBVV7,c039,19.20,27.10,37.17
UBVV7,c156,12.50,25.60,37.17
UBVV7,c151,6.70,20.10,37.17
UBVV7,c154,25.70,35.10,37.17
UBVV7,c042,4.00,38.00,37.17
UBVV7,c040,4.90,37.70,37.17
UBVV7,c044,4.90,37.70,37.17
UBVV7,c041,4.90,37.70,37.17
UBVV7,c043,23.90,35.70,37.17
UBVV7,c061,11.60,27.90,37.17
UBVV7,c062,16.20,28.20,37.17
AGWQA,c082,5.90,30.50,32.00
AGWQA,c034,1.00,7.80,32.00
AGWQA,c001,1.00,7.80,32.00
AGWQA,c081,30.00,33.00,32.00
AGWQA,c005,30.00,33.00,32.00
AGWQA,c033,30.00,33.00,32.00
AGWQA,c081,10.20,16.40,32.00
AGWQA,c005,2.00,8.90,32.00
AGWQA,c033,0.00,7.10,32.00
TJBGM,c027,19.10,31.00,30.42
TJBGM,c032,19.50,31.00,30.42
TJBGM,c102,0.00,16.40,30.42
TJBGM,c127,0.00,15.90,30.42
TJBGM,c026,16.20,31.00,30.42
TJBGM,c030,15.60,20.80,30.42
TJBGM,c098,0.00,18.20,30.42
0NFT7,c034,4.10,11.40,22.00
0NFT7,c000,0.10,7.40,22.00
0NFT7,c003,3.00,9.60,22.00
0NFT7,c001,3.10,9.90,22.00
0NFT7,c118,13.00,23.00,22.00
0NFT7,c126,5.40,9.70,22.00
0NFT7,c126,6.70,11.50,22.00
0NFT7,c097,11.30,18.50,22.00
AX4EW,c015,0.00,18.00,16.67
AX4EW,c156,1.50,14.10,16.67
AX4EW,c153,10.30,18.00,16.67
AX4EW,c087,0.00,18.00,16.67
AX4EW,c061,0.00,13.80,16.67
AX4EW,c011,0.00,18.00,16.67
LT2IJ,c043,6.00,14.50,37.12
LT2IJ,c084,10.30,19.30,37.12
LT2IJ,c032,14.20,22.30,37.12
LT2IJ,c082,0.00,38.00,37.12
LT2IJ,c042,2.50,9.60,37.12
LT2IJ,c042,25.30,30.80,37.12
LT2IJ,c081,26.30,31.40,37.12
LT2IJ,c082,0.00,14.50,37.12
LT2IJ,c042,12.50,17.40,37.12
LT2IJ,c081,19.90,26.30,37.12
LT2IJ,c117,13.80,19.70,37.12
LT2IJ,c116,19.70,25.20,37.12
LT2IJ,c115,14.40,25.00,37.12
X0CKA,c084,0.00,14.60,19.75
X0CKA,c088,0.00,15.50,19.75
X0CKA,c106,12.20,19.00,19.75
X0CKA,c118,11.70,19.40,19.75
X0CKA,c123,0.00,21.00,19.75
JZ9L4,c059,0.00,27.90,31.67
JZ9L4,c033,16.30,30.60,31.67
JZ9L4,c148,0.10,15.20,31.67
JZ9L4,c154,20.20,26.90,31.67
MLDGN,c088,6.10,11.50,18.04
MLDGN,c083,6.10,10.70,18.04
MLDGN,c084,8.90,19.00,18.04
VPJLN,c000,0.00,21.60,30.33
VPJLN,c141,2.70,12.90,30.33
VPJLN,c150,16.40,23.40,30.33
VPJLN,c008,1.30,14.30,30.33
CW9VO,c131,15.30,25.30,34.25
CW9VO,c132,0.00,32.20,34.25
XCUOD,c061,0.00,26.50,34.04
XCUOD,c010,0.00,35.00,34.04
XCUOD,c148,20.50,31.80,34.04
XCUOD,c009,18.80,28.90,34.04
XCUOD,c156,1.70,21.40,34.04
XCUOD,c020,0.00,24.50,34.04
XCUOD,c063,0.00,14.10,34.04
XCUOD,c001,22.00,31.00,34.04
XCUOD,c059,0.00,35.00,34.04
XCUOD,c011,0.00,35.00,34.04
XCUOD,c062,2.90,17.00,34.04
YQOPM,c001,3.40,19.20,46.54
YQOPM,c044,15.50,22.50,46.54
YQOPM,c002,0.00,3.20,46.54
YQOPM,c004,4.50,48.00,46.54
YQOPM,c000,0.00,20.40,46.54
YQOPM,c003,4.80,18.10,46.54
VJ3B5,c040,5.10,10.10,24.50
VJ3B5,c045,6.00,10.20,24.50
VJ3B5,c126,6.00,10.20,24.50
VJ3B5,c149,0.00,26.00,24.50
VJ3B5,c043,5.20,10.10,24.50
1D31Z,c097,33.80,39.90,38.67
1D31Z,c106,28.60,35.30,38.67
1D31Z,c020,0.00,16.50,38.67
1D31Z,c130,10.60,17.30,38.67
1D31Z,c022,10.40,17.50,38.67
1D31Z,c061,0.00,39.70,38.67
1D31Z,c081,10.80,17.30,38.67
1D31Z,c063,0.00,8.20,38.67
1D31Z,c067,26.30,39.90,38.67
1D31Z,c023,0.00,15.00,38.67
1D31Z,c066,11.90,30.30,38.67
1D31Z,c118,26.40,39.90,38.67
LWP5F,c040,13.40,32.00,30.54
LWP5F,c044,15.90,25.20,30.54
LWP5F,c065,0.00,17.60,30.54
LWP5F,c156,0.00,16.10,30.54
LWP5F,c041,14.20,20.00,30.54
LWP5F,c067,0.00,17.30,30.54
LWP5F,c002,14.40,32.00,30.54
HDDU0,c115,6.00,14.20,35.21
HDDU0,c107,0.00,36.00,35.21
HDDU0,c145,10.20,20.10,35.21
HDDU0,c117,4.90,14.90,35.21
HDDU0,c143,28.90,35.90,35.21
HDDU0,c116,14.80,22.90,35.21
NMG2Z,c155,0.00,14.00,30.92
NMG2Z,c000,10.70,32.00,30.92
TU3IG,c041,0.30,10.60,19.08
TU3IG,c129,6.60,11.90,19.08
TU3IG,c106,10.10,16.70,19.08
TU3IG,c156,6.40,11.90,19.08
TU3IG,c128,0.30,18.10,19.08
TU3IG,c109,0.00,4.60,19.08
TU3IG,c044,0.70,12.60,19.08
TU3IG,c107,0.00,3.80,19.08
TU3IG,c110,8.70,18.10,19.08
C1LJS,c008,0.80,7.70,31.42
C1LJS,c134,14.80,32.00,31.42
WFWTU,c061,0.00,23.00,22.29
WFWTU,c006,18.30,23.00,22.29
WFWTU,c150,0.00,4.80,22.29
WFWTU,c156,0.00,17.90,22.29
WFWTU,c097,0.00,4.60,22.29
KU2T0,c076,1.00,8.70,30.42
KU2T0,c080,0.00,5.20,30.42
KU2T0,c059,0.00,8.20,30.42
KU2T0,c011,0.00,25.90,30.42
9WX7N,c096,14.80,33.00,32.92
9WX7N,c076,0.00,16.70,32.92
9WX7N,c153,17.30,24.60,32.92
9WX7N,c070,0.00,16.70,32.92
8W0XJ,c087,12.00,33.00,31.75
8W0XJ,c015,11.40,33.00,31.75
8W0XJ,c154,10.30,16.30,31.75
8W0XJ,c089,0.00,9.50,31.75
8W0XJ,c018,13.90,33.00,31.75
8W0XJ,c112,0.00,8.70,31.75
8W0XJ,c016,13.90,33.00,31.75
IUW9N,c006,0.10,5.90,30.29
IUW9N,c096,3.20,31.00,30.29
IUW9N,c148,6.20,23.50,30.29
IUW9N,c004,17.60,28.60,30.29
IUW9N,c144,8.20,13.50,30.29
IUW9N,c097,0.00,5.80,30.29
3H0PT,c008,10.00,17.30,17.42
3H0PT,c061,0.00,4.10,17.42
3H0PT,c156,0.00,13.00,17.42
3H0PT,c154,8.30,13.40,17.42
3H0PT,c059,0.00,13.00,17.42
3H0PT,c141,10.50,16.40,17.42
3H0PT,c051,0.00,12.30,17.42
3H0PT,c097,13.30,18.00,17.42
9JIHR,c124,0.00,16.70,24.88
9JIHR,c154,13.20,20.60,24.88
W6QUC,c124,0.00,32.00,31.00
W6QUC,c033,3.30,22.20,31.00
W6QUC,c038,3.10,20.50,31.00
W6QUC,c091,3.40,12.30,31.00
W6QUC,c114,2.50,27.80,31.00
XBXKO,c002,30.30,36.70,39.96
XBXKO,c001,31.10,39.10,39.96
XBXKO,c087,2.00,13.00,39.96
XBXKO,c015,0.00,32.70,39.96
XBXKO,c016,0.00,32.70,39.96
WYHPH,c015,2.70,17.00,15.75
WYHPH,c154,11.50,17.00,15.75
WYHPH,c125,0.00,15.30,15.75
GLH5S,c128,5.40,16.20,29.50
GLH5S,c153,15.70,23.00,29.50
GLH5S,c059,0.40,5.50,29.50
GLH5S,c009,9.50,14.60,29.50
GLH5S,c109,23.70,29.50,29.50
GLH5S,c107,14.10,19.30,29.50
GLH5S,c154,4.50,9.80,29.50
GLH5S,c109,20.70,25.20,29.50
GLH5S,c107,4.80,29.00,29.50
UU5XI,c140,0.00,25.70,30.33
UU5XI,c022,26.20,31.00,30.33
UU5XI,c097,27.20,31.00,30.33
UU5XI,c020,26.10,31.00,30.33
PK2F0,c006,11.90,19.20,24.12
PK2F0,c008,3.20,9.60,24.12
PK2F0,c113,3.30,10.20,24.12
PK2F0,c000,0.20,12.00,24.12
PK2F0,c001,0.00,11.40,24.12
PK2F0,c134,17.20,25.00,24.12
PK2F0,c097,0.00,5.00,24.12
PK2F0,c081,5.10,11.80,24.12
PK2F0,c112,8.40,14.00,24.12
PXKFK,c023,22.80,37.00,35.58
PXKFK,c020,26.30,37.00,35.58
PXKFK,c021,26.00,32.70,35.58
PXKFK,c097,28.10,37.00,35.58
7AH3L,c137,21.10,34.00,33.46
7AH3L,c124,9.70,23.60,33.46
7AH3L,c154,13.40,21.60,33.46
7AH3L,c127,20.60,34.00,33.46
C41G7,c132,2.80,9.30,31.08
C41G7,c098,9.00,21.90,31.08
C41G7,c099,10.80,23.30,31.08
C41G7,c101,10.90,24.40,31.08
C41G7,c102,22.40,29.20,31.08
C41G7,c127,0.00,3.10,31.08
OOOQT,c062,0.00,31.00,29.79
OOOQT,c063,0.00,31.00,29.79
OOOQT,c082,1.30,31.00,29.79
OOOQT,c143,0.00,31.00,29.79
O0C2Z,c100,16.50,22.10,31.54
O0C2Z,c119,0.00,19.70,31.54
O0C2Z,c104,2.90,33.00,31.54
O0C2Z,c121,10.80,18.70,31.54
O0C2Z,c119,7.20,13.50,31.54
O0C2Z,c097,0.00,6.40,31.54
O0C2Z,c098,16.60,32.90,31.54
O0C2Z,c104,3.40,7.80,31.54
OEBAH,c053,0.00,9.20,30.79
OEBAH,c033,0.00,22.80,30.79
OEBAH,c144,10.00,15.70,30.79
17AZ5,c112,15.70,22.40,31.54
17AZ5,c128,16.30,31.50,31.54
17AZ5,c148,4.60,15.30,31.54
17AZ5,c153,10.50,15.30,31.54
17AZ5,c113,13.50,19.80,31.54
17AZ5,c002,0.80,8.30,31.54
17AZ5,c008,13.30,19.70,31.54
17AZ5,c141,13.50,22.40,31.54
17AZ5,c001,4.60,14.60,31.54
YPZQ2,c020,0.00,27.00,26.33
YPZQ2,c023,9.30,15.50,26.33
YPZQ2,c097,7.80,12.70,26.33
MMKKS,c082,0.00,32.00,30.88
MMKKS,c043,16.70,22.90,30.88
MMKKS,c045,19.00,23.50,30.88
MMKKS,c042,26.00,30.60,30.88
BWKJB,c070,0.00,11.00,17.33
BWKJB,c071,5.10,11.30,17.33
BWKJB,c075,0.00,11.10,17.33
BWKJB,c015,7.30,18.00,17.33
BWKJB,c016,8.20,18.00,17.33
BWKJB,c073,0.00,4.40,17.33
BWKJB,c034,5.80,11.40,17.33
7OPHI,c046,25.00,34.00,33.04
7OPHI,c048,0.00,7.30,33.04
7OPHI,c052,2.50,29.10,33.04
7OPHI,c008,30.10,34.00,33.04
7OPHI,c014,0.00,34.00,33.04
R0207,c124,0.00,34.00,33.21
R0207,c052,0.00,34.00,33.21
R0207,c065,6.00,34.00,33.21
R0207,c156,6.00,34.00,33.21
R0207,c068,28.40,33.90,33.21
R0207,c063,6.10,12.50,33.21
R0207,c059,0.00,5.80,33.21
R0207,c062,29.40,34.00,33.21
R0207,c067,14.10,19.50,33.21
R0207,c061,7.60,33.60,33.21
R0207,c069,5.50,12.10,33.21
U75AZ,c001,9.00,14.00,29.04
U75AZ,c126,16.00,21.00,29.04
U75AZ,c056,12.00,26.00,29.04
U75AZ,c057,12.00,26.00,29.04
U75AZ,c155,4.40,26.90,29.04
MIV2M,c006,1.50,6.50,24.38
MIV2M,c020,0.00,8.80,24.38
MIV2M,c123,18.00,23.40,24.38
MIV2M,c151,18.00,23.40,24.38
MIV2M,c097,0.00,3.00,24.38
MIV2M,c008,0.00,4.30,24.38
MIV2M,c024,6.40,11.30,24.38
MIV2M,c059,17.90,25.00,24.38
MIV2M,c108,9.70,18.90,24.38
MIV2M,c022,6.40,10.80,24.38
HXSMP,c096,6.60,15.00,13.50
HXSMP,c006,2.80,10.40,13.50
HXSMP,c152,7.40,15.00,13.50
HXSMP,c097,1.00,6.60,13.50
HXSMP,c094,7.50,15.00,13.50
OVICR,c116,24.50,30.50,30.50
OVICR,c015,0.00,20.50,30.50
OVICR,c016,0.00,14.90,30.50
OVICR,c153,11.30,21.30,30.50
OVICR,c135,0.00,31.00,30.50
OVICR,c115,18.70,30.70,30.50
QGHR6,c000,0.00,3.00,2.33
QGHR6,c004,0.00,3.00,2.33
Z3DBQ,c024,15.10,22.80,26.67
Z3DBQ,c006,4.70,10.70,26.67
Z3DBQ,c152,18.40,25.40,26.67
Z3DBQ,c020,2.70,22.40,26.67
Z3DBQ,c008,0.40,8.70,26.67
Z3DBQ,c130,14.80,22.40,26.67
SL9ZD,c125,4.70,18.70,30.38
SL9ZD,c040,0.00,4.70,30.38
SL9ZD,c042,0.00,5.50,30.38
SL9ZD,c043,14.00,22.20,30.38
SL9ZD,c151,3.60,10.50,30.38
SL9ZD,c154,14.60,22.80,30.38
AZZVK,c098,0.00,32.00,30.67
AZZVK,c102,0.00,32.00,30.67
AZZVK,c127,21.30,32.00,30.67
FO2RD,c059,0.00,30.00,29.04
FO2RD,c061,0.00,30.00,29.04
FO2RD,c156,0.90,18.60,29.04
FO2RD,c145,27.20,30.00,29.04
MS3E8,c130,2.80,31.00,30.12
MS3E8,c044,3.10,8.20,30.12
MS3E8,c044,8.30,13.60,30.12
MS3E8,c044,12.60,17.40,30.12
MS3E8,c062,5.40,10.50,30.12
MS3E8,c062,9.80,15.00,30.12
MS3E8,c040,0.00,7.00,30.12
MS3E8,c081,0.00,31.00,30.12
MS3E8,c042,0.00,6.40,30.12
1X765,c016,1.50,29.50,36.79
1X765,c067,0.00,28.30,36.79
1X765,c156,0.00,7.20,36.79
1X765,c015,0.00,38.00,36.79
1X765,c065,0.00,27.00,36.79
1X765,c002,30.00,38.00,36.79
1X765,c154,24.00,29.00,36.79
1X765,c059,0.00,28.70,36.79
1X765,c033,31.20,38.00,36.79
1X765,c061,0.00,38.00,36.79
1X765,c005,30.40,38.00,36.79
1X765,c035,29.90,38.00,36.79
RGHXS,c015,0.00,30.00,29.00
RGHXS,c019,0.00,30.00,29.00
RGHXS,c111,0.00,30.00,29.00
VG9II,c106,3.00,18.40,32.33
VG9II,c059,1.60,31.90,32.33
VG9II,c151,0.10,5.60,32.33
VG9II,c154,27.20,32.20,32.33
VG9II,c118,1.10,19.20,32.33
VG9II,c120,0.40,5.20,32.33
EN80R,c128,7.70,13.90,26.46
EN80R,c129,9.60,20.40,26.46
EN80R,c147,0.00,4.00,26.46
EN80R,c153,0.90,8.00,26.46
HIOY0,c132,27.70,35.70,36.42
HIOY0,c123,10.90,16.60,36.42
HIOY0,c078,0.00,13.10,36.42
HIOY0,c149,32.50,37.00,36.42
HIOY0,c131,31.90,37.00,36.42
HIOY0,c122,0.00,14.80,36.42
HIOY0,c126,14.20,20.00,36.42
HIOY0,c080,14.20,20.00,36.42
HIOY0,c154,10.90,17.70,36.42
HIOY0,c146,0.00,12.80,36.42
LZ07A,c020,18.80,30.30,31.71
LZ07A,c148,0.00,4.50,31.71
LZ07A,c059,0.00,21.50,31.71
LZ07A,c154,17.50,24.10,31.71
LZ07A,c148,0.70,16.00,31.71
LZ07A,c001,0.70,16.00,31.71
LZ07A,c023,19.40,28.40,31.71
LZ07A,c000,0.00,22.00,31.71
XV8CH,c009,19.50,26.00,28.21
XV8CH,c147,0.00,12.60,28.21
XV8CH,c097,16.80,21.60,28.21
XV8CH,c092,22.40,29.00,28.21
JCKRL,c106,5.70,33.70,35.96
JCKRL,c109,32.00,36.40,35.96
JCKRL,c107,4.10,36.00,35.96
JCKRL,c110,3.20,36.60,35.96
JCKRL,c097,0.00,7.80,35.96
RANB1,c096,0.00,34.00,32.67
RANB1,c059,0.00,34.00,32.67
RANB1,c155,0.00,22.00,32.67
RANB1,c003,19.40,25.90,32.67
RANB1,c001,20.70,25.90,32.67
RANB1,c078,19.30,33.60,32.67
RANB1,c134,18.30,34.00,32.67
RANB1,c000,13.00,25.60,32.67
VIKQG,c056,11.80,20.00,19.08
VIKQG,c150,9.50,20.00,19.08
IR7CA,c102,0.00,15.60,30.25
IR7CA,c113,8.20,15.00,30.25
IR7CA,c153,2.70,13.20,30.25
IR7CA,c100,0.00,4.60,30.25
IR7CA,c099,0.00,15.00,30.25
IR7CA,c114,11.50,28.50,30.25
IR7CA,c098,0.00,14.70,30.25
K2L7F,c124,14.30,32.00,31.08
K2L7F,c098,0.00,16.00,31.08
K2L7F,c153,3.00,14.00,31.08
K2L7F,c097,3.40,9.30,31.08
JNWX7,c108,9.90,36.60,51.58
JNWX7,c143,1.90,8.20,51.58
JNWX7,c006,37.00,42.80,51.58
JNWX7,c109,32.30,39.20,51.58
JNWX7,c107,0.10,49.30,51.58
JNWX7,c142,36.70,42.80,51.58
WLOCV,c097,11.50,18.90,34.08
WLOCV,c015,16.30,35.00,34.08
WLOCV,c087,20.00,35.00,34.08
WLOCV,c096,15.60,35.00,34.08
94KP4,c105,16.10,28.10,30.29
94KP4,c009,7.90,12.90,30.29
94KP4,c156,0.00,12.50,30.29
94KP4,c118,0.00,13.20,30.29
94KP4,c119,7.60,13.50,30.29
94KP4,c104,13.90,19.30,30.29
94KP4,c061,0.00,12.00,30.29
1Y5H7,c000,9.10,16.30,30.83
1Y5H7,c001,12.00,22.20,30.83
1Y5H7,c137,0.00,9.10,30.83
1Y5H7,c138,2.60,9.40,30.83
1Y5H7,c004,12.20,29.60,30.83
KW4Y1,c095,19.70,33.00,34.38
KW4Y1,c096,4.40,34.70,34.38
KW4Y1,c148,5.90,26.30,34.38
KW4Y1,c155,0.00,11.10,34.38
KW4Y1,c097,0.00,4.10,34.38
KW4Y1,c000,2.00,17.30,34.38
WYYUD,c134,0.00,13.40,33.58
WYYUD,c133,2.50,15.10,33.58
WYYUD,c146,2.50,15.10,33.58
WYYUD,c003,25.10,31.90,33.58
WYYUD,c135,11.40,35.00,33.58
WYYUD,c155,9.80,30.10,33.58
WYYUD,c155,26.70,35.00,33.58
GKH4A,c137,0.00,9.60,31.50
GKH4A,c021,22.90,29.10,31.50
GKH4A,c063,24.80,33.00,31.50
GKH4A,c023,14.40,25.20,31.50
GKH4A,c022,21.50,27.90,31.50
GKH4A,c070,7.20,16.70,31.50
GKH4A,c020,14.10,27.70,31.50
GKH4A,c075,6.70,16.80,31.50
FLCZA,c106,0.00,8.60,10.67
FLCZA,c107,0.00,8.60,10.67
FLCZA,c119,4.10,8.90,10.67
FLCZA,c134,5.10,11.60,10.67
FLCZA,c135,0.00,11.10,10.67
1BUFQ,c132,0.00,41.00,40.25
1BUFQ,c145,21.60,36.90,40.25
1BUFQ,c125,22.80,38.50,40.25
1BUFQ,c154,32.70,39.50,40.25
1BUFQ,c151,22.60,28.80,40.25
1BUFQ,c115,21.20,39.70,40.25
1BUFQ,c117,20.60,25.40,40.25
1BUFQ,c153,9.10,17.30,40.25
KW3BO,c040,0.00,17.60,28.00
KW3BO,c106,6.60,13.10,28.00
KW3BO,c109,10.30,15.30,28.00
KW3BO,c156,0.00,6.80,28.00
KW3BO,c061,0.00,4.10,28.00
KW3BO,c042,12.60,17.30,28.00
KW3BO,c044,0.00,5.20,28.00
KW3BO,c107,5.90,15.00,28.00
KW3BO,c110,4.70,10.30,28.00
KW3BO,c149,11.00,23.90,28.00
KW3BO,c063,0.00,6.50,28.00
KW3BO,c152,11.20,28.50,28.00
KW3BO,c062,12.90,18.00,28.00
CO1S9,c043,1.70,8.00,12.88
CO1S9,c023,3.90,10.00,12.88
CO1S9,c150,6.70,12.70,12.88
CO1S9,c063,2.60,7.40,12.88
CO1S9,c061,2.80,12.90,12.88
N588B,c097,17.80,23.60,25.12
N588B,c039,4.90,17.90,25.12
N588B,c040,14.00,23.30,25.12
N588B,c043,12.90,23.60,25.12
N588B,c008,17.00,22.80,25.12
ZS1P1,c047,12.40,19.60,39.88
ZS1P1,c052,24.60,35.20,39.88
ZS1P1,c026,31.80,36.80,39.88
ZS1P1,c032,31.80,37.80,39.88
ZS1P1,c152,18.60,23.80,39.88
ZS1P1,c059,0.00,41.00,39.88
ZS1P1,c029,1.00,6.00,39.88
2H5YP,c096,50.60,60.00,59.04
2H5YP,c144,54.40,60.00,59.04
2H5YP,c127,4.50,29.20,59.04
I6AZD,c072,0.00,12.50,30.00
I6AZD,c057,13.00,19.40,30.00
I6AZD,c122,20.80,31.00,30.00
I6AZD,c123,0.00,12.80,30.00
I6AZD,c151,18.60,24.80,30.00
I6AZD,c154,5.80,13.40,30.00
I6AZD,c070,0.00,11.90,30.00
I6AZD,c071,6.10,13.90,30.00
99DTF,c040,9.80,17.00,15.83
99DTF,c015,11.40,17.00,15.83
99DTF,c016,6.20,17.00,15.83
QDINO,c078,0.00,17.70,25.42
QDINO,c011,0.00,26.00,25.42
QDINO,c153,19.30,25.70,25.42
QDINO,c070,0.00,15.80,25.42
QDINO,c059,0.00,26.00,25.42
QDINO,c072,0.00,15.50,25.42
QDINO,c071,12.00,17.60,25.42
3CPVF,c015,0.00,31.00,29.96
3CPVF,c122,14.80,31.00,29.96
3CPVF,c107,14.20,31.00,29.96
3CPVF,c151,9.30,15.10,29.96
3CPVF,c075,0.90,15.10,29.96
3CPVF,c016,10.60,31.00,29.96
3CPVF,c134,16.00,31.00,29.96
QIQXR,c137,15.80,63.70,66.00
QIQXR,c055,3.00,15.90,66.00
QIQXR,c127,26.10,61.40,66.00
QIQXR,c001,2.30,16.50,66.00
SXYLN,c065,3.40,23.60,29.88
SXYLN,c020,0.00,5.40,29.88
SXYLN,c024,19.90,25.70,29.88
SXYLN,c156,3.50,23.50,29.88
SXYLN,c130,0.40,6.20,29.88
SXYLN,c022,0.20,6.30,29.88
SXYLN,c126,0.00,6.60,29.88
SXYLN,c023,27.90,31.00,29.88
SXYLN,c067,27.90,31.00,29.88
SXYLN,c061,27.90,31.00,29.88
I6B5D,c000,0.00,39.00,38.08
I6B5D,c115,0.00,39.00,38.08
I6B5D,c033,0.00,39.00,38.08
MJX48,c024,18.50,23.50,30.25
MJX48,c054,6.20,15.30,30.25
MJX48,c058,8.20,14.40,30.25
MJX48,c023,2.40,8.80,30.25
MJX48,c092,1.00,6.40,30.25
MJX48,c053,8.30,13.50,30.25
MJX48,c020,3.20,23.10,30.25
MJX48,c056,6.30,14.40,30.25
MJX48,c021,4.40,9.90,30.25
MJX48,c022,18.30,23.80,30.25
